offense_category_id,offense_code_extension,offense_code,offense_type_id,is_crime,geometry_type,offense_id,source_file_uri
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202131137299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216017846299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021661806299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021288093299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021611405299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021368167299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021459575299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021541817299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021635299299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216007926299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021139822299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021693916299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216011636299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021500035299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021227779299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021615769299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216002586299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021514907299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216010704299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216020834299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021711475299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216016243299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216024753299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216018591299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021602543299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021716562299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021673234299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021397473299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021459287299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021259383299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021349287299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021275741299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021150785299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202131967299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202134564299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021650102299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021399780299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202164294299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021111356299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216018818299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021274579299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202145051299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20218036880299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202131354299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021593853299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216010917299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021502615299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021710312299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021660897299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021672391299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021401087299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202111951299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021661373299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202182302299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021511354299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021110683299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216005414299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
